task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves improving a game development app skills needed unity,blender,unreal engine",gme development,"unity,blender,unreal engine",254bfd7d-2e1f-3308-9bf5-656a584e3aab,"unrel engine,unity,css,html",1,"['unity', 'blender', 'unreal engine']","['unrel engine', 'unity', 'css', 'html']"
"this tsk involves testing web development pp skills needed javascript,react",web development,"javascript,ract",cc2d27cd-3c76-ab9d-35c9-0024c318b03a,"firwalls,unity,flutter,kotlin,docker",0,"['javascript', 'ract']","['firwalls', 'unity', 'flutter', 'kotlin', 'docker']"
"this task involves testing a data science app skills needed scikitlearn,numpy,pandas",data science,"scikitlearn,numpy,pandas",bbbde9b0-4c44-35b8-f6cc-477ff21e2322,"pandas,numpy,rect ntive,css,nodjs",1,"['scikitlearn', 'numpy', 'pandas']","['pandas', 'numpy', 'rect ntive', 'css', 'nodjs']"
"this task involves designing a mobile development app skills needed flutter,react native,kotlin,jv",mobile development,"flutter,react native,kotlin,jv",fe8f5bd0-6706-2c88-378a-8bb9b186ff35,"react native,fluttr,javascript,c",1,"['flutter', 'react native', 'kotlin', 'jv']","['react native', 'fluttr', 'javascript', 'c']"
"this task involves designing a mobile development app skills needed react native,swift,flutter,java",mobile development,"react native,swift,flutter,java",1037d643-ee30-9376-71ac-e230fd57262a,"scikitlearn,c,encryption,aws",0,"['react native', 'swift', 'flutter', 'java']","['scikitlearn', 'c', 'encryption', 'aws']"
"this task involves developing a web development app skills needed jvscript,rect,html",web development,"jvscript,rect,html",5ad7ee65-9748-766f-6057-05c21ac487c7,"swift,nodejs,c,blender",0,"['jvscript', 'rect', 'html']","['swift', 'nodejs', 'c', 'blender']"
"this tsk involves designing web development pp skills needed nodejs,css",web development,"nodejs,css",f9746be5-a7ef-2700-139d-4314d81d2393,"nodjs,css,pandas,terraform",1,"['nodejs', 'css']","['nodjs', 'css', 'pandas', 'terraform']"
"this task involves designing a game development app skills needed unity,unreal engine,blender",gme development,"unity,unral engin,blndr",6d3e46a7-85a2-0a63-9d8c-8ee39878644e,"unreal engine,blender,terrform,nodjs,fluttr",1,"['unity', 'unral engin', 'blndr']","['unreal engine', 'blender', 'terrform', 'nodjs', 'fluttr']"
"this tsk involves improving dt science pp skills needed numpy,python,scikitlearn",data science,"numpy,python,scikitlearn",903598b2-8072-a80f-e23c-e23fbb06cdd8,"kotlin,unreal engine,pnds,jvscript,jv",0,"['numpy', 'python', 'scikitlearn']","['kotlin', 'unreal engine', 'pnds', 'jvscript', 'jv']"
"this task involves testing a mobile development app skills needed jv,flutter,swift,rect ntive",mobile development,"jv,flutter,swift,rect ntive",acb5d676-32c4-4e2c-04f5-55d51c52a715,"fluttr,java,numpy,nodejs",1,"['jv', 'flutter', 'swift', 'rect ntive']","['fluttr', 'java', 'numpy', 'nodejs']"
"this task involves improving a mobile development app skills needed jv,kotlin",mobile development,"jv,kotlin",30db8216-34c0-b2ff-d176-4f056ca8b52f,"kotlin,jv,unity",1,"['jv', 'kotlin']","['kotlin', 'jv', 'unity']"
"this task involves designing a mobile development app skills needed flutter,java,react native",mobile development,"fluttr,java,react native",dbbc3e91-6969-b077-195b-3bdaa77d1f33,"java,rect ntive,aws",1,"['fluttr', 'java', 'react native']","['java', 'rect ntive', 'aws']"
"this tsk involves developing gme development pp skills needed unity,c,blender,c",game development,"unity,c,blndr,c",aa683afd-4412-ce06-bff2-2877d42f9bf2,"css,encryption,dockr,cicd",0,"['unity', 'c', 'blndr', 'c']","['css', 'encryption', 'dockr', 'cicd']"
"this task involves developing a mobile development app skills needed swift,flutter,rect ntive",mobile development,"swift,flutter,rect ntive",9844c5bb-2761-17f8-5978-c99525f4b012,"rct ntiv,swift,trrform",1,"['swift', 'flutter', 'rect ntive']","['rct ntiv', 'swift', 'trrform']"
"this task involves designing a web development app skills needed html,css,javascript",web development,"html,css,javascript",ffa58ec3-6a6c-a118-bd5f-9a91e4f20af4,"penetration testing,aws,trraform,swift,c",0,"['html', 'css', 'javascript']","['penetration testing', 'aws', 'trraform', 'swift', 'c']"
"this task involves developing a devops app skills needed terraform,docker,cicd",devops,"terraform,docker,cicd",8c7fc4e3-5cb7-9aba-1444-a6f0acc54f0b,"sql,nodjs,kotlin,python",0,"['terraform', 'docker', 'cicd']","['sql', 'nodjs', 'kotlin', 'python']"
"this task involves testing a game development app skills needed unity,unrel engine",gme development,"unity,unrel engine",f6c70478-fe02-87c5-bf51-36b677d9867a,"cicd,java,kubernetes,nodejs,flutter",0,"['unity', 'unrel engine']","['cicd', 'java', 'kubernetes', 'nodejs', 'flutter']"
"this task involves improving a game development app skills needed unrel engine,c,c,unity",game development,"unrel engine,c,c,unity",63bd6d23-24ba-c275-15ec-d7777494342f,"encryption,terrform,scikitlarn",0,"['unrel engine', 'c', 'c', 'unity']","['encryption', 'terrform', 'scikitlarn']"
"this tsk involves improving gme development pp skills needed blender,unrel engine,c",gme development,"blender,unrl engin,c",aac0fa95-0bfe-5dea-eb84-a2384deb153b,"java,c,docker,sql",0,"['blender', 'unrl engin', 'c']","['java', 'c', 'docker', 'sql']"
"this tsk involves testing gme development pp skills needed unity,c,unrel engine,c",gme development,"unity,c,unrel engine,c",ffe48b7c-9226-fea8-48c7-9a471b4b18b1,"c,unral engin,css,java,c",1,"['unity', 'c', 'unrel engine', 'c']","['c', 'unral engin', 'css', 'java', 'c']"
"this task involves improving a devops app skills needed docker,cicd,ws",devops,"dockr,cicd,ws",099f4789-57fa-b4bb-a8eb-62607539a7c3,"nodejs,swift,unrl engin,firewalls,javascript",0,"['dockr', 'cicd', 'ws']","['nodejs', 'swift', 'unrl engin', 'firewalls', 'javascript']"
"this task involves designing a web development app skills needed nodejs,css,react,html",web development,"nodejs,css,ract,html",ccac0d8d-477d-8df0-5633-b77dd79f8da0,"react native,ntworking,pandas,blender,kotlin",0,"['nodejs', 'css', 'ract', 'html']","['react native', 'ntworking', 'pandas', 'blender', 'kotlin']"
"this tsk involves designing devops pp skills needed docker,ws,cicd,kubernetes",devops,"docker,ws,cicd,kubernetes",0a123f50-16f7-979c-8226-ac035bd2ff17,"javascript,trraform,java,ract",0,"['docker', 'ws', 'cicd', 'kubernetes']","['javascript', 'trraform', 'java', 'ract']"
"this task involves designing a cybersecurity app skills needed siem,firewalls,networking",cybersecurity,"siem,firewalls,networking",00256215-4343-8e04-fed9-fc497717c48e,"html,dockr,kotlin",0,"['siem', 'firewalls', 'networking']","['html', 'dockr', 'kotlin']"
"this task involves testing a web development app skills needed javascript,react,nodejs,css",web development,"javascript,react,nodejs,css",d05c7e38-ea35-6302-6f2d-7a86083d1482,"flutter,cicd,html,unreal engine,penetration testing",0,"['javascript', 'react', 'nodejs', 'css']","['flutter', 'cicd', 'html', 'unreal engine', 'penetration testing']"
"this task involves developing a web development app skills needed html,nodejs",web development,"html,nodejs",37d7cf5b-b076-0643-c432-d65ff0947869,"docker,blender,scikitlern,c",0,"['html', 'nodejs']","['docker', 'blender', 'scikitlern', 'c']"
"this task involves designing a devops app skills needed terrform,aws",devops,"terrform,aws",c467fe8f-e4db-4de4-7339-b41c31b9c7d7,"trraform,ws,kubernetes,flutter,cicd",1,"['terrform', 'aws']","['trraform', 'ws', 'kubernetes', 'flutter', 'cicd']"
"this task involves testing a game development app skills needed c,unity",game development,"c,unity",96764968-f1d7-8548-3787-97266dc21c8b,"unity,c,pnds,blender",1,"['c', 'unity']","['unity', 'c', 'pnds', 'blender']"
"this tsk involves developing gme development pp skills needed c,unity,unrel engine,blender",game development,"c,unity,unreal engine,blender",f11ae2bd-44ef-7f2e-f81f-44a3431e0e6f,"siem,rect,kotlin,firewalls,sql",0,"['c', 'unity', 'unreal engine', 'blender']","['siem', 'rect', 'kotlin', 'firewalls', 'sql']"
"this tsk involves testing cybersecurity pp skills needed siem,firewlls",cybersecurity,"siem,firwalls",37db8e04-cbb0-3913-8414-5029414079a2,"firewlls,siem,react native",1,"['siem', 'firwalls']","['firewlls', 'siem', 'react native']"
"this tsk involves developing devops pp skills needed cicd,terrform,kubernetes,docker",devops,"cicd,trraform,kubernetes,docker",f2657bd4-57af-4292-22f9-2ecca37ef2ec,"sql,react native,css",0,"['cicd', 'trraform', 'kubernetes', 'docker']","['sql', 'react native', 'css']"
"this task involves testing a web development app skills needed html,css,javascript,nodejs",web development,"html,css,javascript,nodjs",75e00bb0-31ef-db88-5cfa-e23041cbf75d,"scikitlearn,c,networking,unreal engine,pnds",0,"['html', 'css', 'javascript', 'nodjs']","['scikitlearn', 'c', 'networking', 'unreal engine', 'pnds']"
"this task involves testing a cybersecurity app skills needed penetration testing,firewalls,siem,networking",cybersecurity,"pntration tsting,firewalls,siem,ntworking",287926b5-5b90-59fa-ffc9-9cb3d4d13ac6,"siem,firwalls,networking,kubernetes",1,"['pntration tsting', 'firewalls', 'siem', 'ntworking']","['siem', 'firwalls', 'networking', 'kubernetes']"
"this task involves improving a devops app skills needed docker,cicd",devops,"docker,cicd",ca00b6a1-80e8-ca8b-f926-9edad8ee3d95,"cicd,docker,react",1,"['docker', 'cicd']","['cicd', 'docker', 'react']"
"this tsk involves designing dt science pp skills needed python,scikitlern,numpy",data science,"python,scikitlrn,numpy",8e668fd1-b0e4-b430-6d8d-044e9c49a524,"python,scikitlearn,kotlin,c,penetrtion testing",1,"['python', 'scikitlrn', 'numpy']","['python', 'scikitlearn', 'kotlin', 'c', 'penetrtion testing']"
"this tsk involves developing dt science pp skills needed sql,scikitlearn,numpy",dt science,"sql,scikitlarn,numpy",4f1a6735-fc60-5bb8-a830-6b5d69fccb15,"scikitlearn,numpy,unity,cicd",1,"['sql', 'scikitlarn', 'numpy']","['scikitlearn', 'numpy', 'unity', 'cicd']"
"this task involves testing a game development app skills needed c,unity,blender",game development,"c,unity,blndr",197f8b28-c747-8a50-29ea-18685c8cab81,"c,unity,terraform",1,"['c', 'unity', 'blndr']","['c', 'unity', 'terraform']"
"this task involves designing a cybersecurity app skills needed siem,penetration testing,networking,firewlls",cybersecurity,"siem,penetration testing,ntworking,firwlls",ac259c9a-9838-5854-9f25-4c2f7975c7b7,"firewalls,networking,unity,scikitlearn",1,"['siem', 'penetration testing', 'ntworking', 'firwlls']","['firewalls', 'networking', 'unity', 'scikitlearn']"
"this task involves designing a mobile development app skills needed react native,flutter,java,kotlin",mobile development,"ract nativ,flutter,java,kotlin",b2e4cd1a-0e47-af2f-b704-af1322717e97,"html,unity,encryption,nodejs,firewalls",0,"['ract nativ', 'flutter', 'java', 'kotlin']","['html', 'unity', 'encryption', 'nodejs', 'firewalls']"
"this task involves improving a cybersecurity app skills needed siem,encryption,penetration testing,firewalls",cybersecurity,"siem,encryption,penetration testing,firewalls",b69ec062-345e-c888-2050-7187c69d12c5,"penetration testing,encryption,blender,cicd,html",1,"['siem', 'encryption', 'penetration testing', 'firewalls']","['penetration testing', 'encryption', 'blender', 'cicd', 'html']"
"this task involves designing a data science app skills needed pnds,python",dt science,"pnds,python",c78f57bc-a7ed-dd70-dbaa-123c1bd20b2b,"pnds,python,trrform,siem,c",1,"['pnds', 'python']","['pnds', 'python', 'trrform', 'siem', 'c']"
"this tsk involves testing devops pp skills needed aws,terrform",devops,"aws,terraform",9132bd73-33c1-ba1d-3f3d-34f859188d2e,"kotlin,swift,kubernetes,html,unreal engine",0,"['aws', 'terraform']","['kotlin', 'swift', 'kubernetes', 'html', 'unreal engine']"
"this task involves developing a devops app skills needed docker,terrform",devops,"docker,terrform",3ec59a25-d533-7d45-ea10-0f8ea6374ef4,"swift,java,kubernetes,aws",0,"['docker', 'terrform']","['swift', 'java', 'kubernetes', 'aws']"
"this task involves developing a devops app skills needed kubernetes,cicd,ws,docker",devops,"kubernetes,cicd,ws,docker",671b2461-35bd-af2e-093d-7d9f68c15bba,"docker,aws,css,scikitlarn,cicd",1,"['kubernetes', 'cicd', 'ws', 'docker']","['docker', 'aws', 'css', 'scikitlarn', 'cicd']"
"this tsk involves developing web development pp skills needed jvscript,nodejs,rect,css",web development,"javascript,nodejs,rct,css",bc17a872-f4c2-d5bb-9020-1646a33d84d2,"ract,javascript,c",1,"['javascript', 'nodejs', 'rct', 'css']","['ract', 'javascript', 'c']"
"this task involves developing a cybersecurity app skills needed encryption,siem,networking",cybersecurity,"encryption,siem,ntworking",902b0a90-bedf-0acb-54a7-cc1eec904a2f,"unreal engine,numpy,c,terraform",0,"['encryption', 'siem', 'ntworking']","['unreal engine', 'numpy', 'c', 'terraform']"
"this task involves designing a game development app skills needed c,c,unity",game development,"c,c,unity",a66aa8f5-cca2-802a-c519-53d8714e40b3,"swift,python,scikitlearn",0,"['c', 'c', 'unity']","['swift', 'python', 'scikitlearn']"
"this task involves developing a cybersecurity app skills needed networking,encryption,penetration testing,siem",cybersecurity,"ntworking,encryption,pntration tsting,siem",6ca0bb81-0dc9-5f21-ef0c-9905795b2c2a,"flutter,nodejs,unity",0,"['ntworking', 'encryption', 'pntration tsting', 'siem']","['flutter', 'nodejs', 'unity']"
"this tsk involves testing web development pp skills needed html,nodejs",web development,"html,nodejs",8e80c25c-2821-10ad-5c3d-e64e30399718,"pandas,jv,scikitlearn,unrel engine,c",0,"['html', 'nodejs']","['pandas', 'jv', 'scikitlearn', 'unrel engine', 'c']"
"this tsk involves developing dt science pp skills needed pnds,sql,scikitlern",data science,"pnds,sql,scikitlarn",73b2ce6e-8a35-d207-b6e0-dbe4f147a18e,"siem,terraform,numpy,aws,unity",0,"['pnds', 'sql', 'scikitlarn']","['siem', 'terraform', 'numpy', 'aws', 'unity']"
"this task involves developing a data science app skills needed numpy,python,scikitlearn,sql",data science,"numpy,python,scikitlearn,sql",da5602d4-eb0d-ee93-deb0-e258e192c188,"numpy,scikitlarn,css,networking,nodejs",1,"['numpy', 'python', 'scikitlearn', 'sql']","['numpy', 'scikitlarn', 'css', 'networking', 'nodejs']"
"this task involves developing a cybersecurity app skills needed encryption,firewalls",cybersecurity,"encryption,firwalls",2d61bfdf-f286-bfce-b54c-1f1aaeb1b11a,"encryption,firwalls,react",1,"['encryption', 'firwalls']","['encryption', 'firwalls', 'react']"
"this task involves developing a game development app skills needed blender,c,unity,unreal engine",game development,"blender,c,unity,unreal engine",181ba4bc-9af6-0765-92fb-291e327867e6,"unral engin,blndr,pandas,html,trraform",1,"['blender', 'c', 'unity', 'unreal engine']","['unral engin', 'blndr', 'pandas', 'html', 'trraform']"
"this task involves developing a mobile development app skills needed kotlin,java",mobile development,"kotlin,java",efd57b1f-075e-51dd-fee9-be8d344e88e7,"jv,kotlin,rct ntiv",1,"['kotlin', 'java']","['jv', 'kotlin', 'rct ntiv']"
"this task involves testing a devops app skills needed docker,aws",devops,"docker,aws",d546d1d5-9b5d-671b-a89f-390cdeae8690,"aws,docker,firewalls,nodjs,c",1,"['docker', 'aws']","['aws', 'docker', 'firewalls', 'nodjs', 'c']"
"this tsk involves improving dt science pp skills needed scikitlern,python,numpy,sql",data science,"scikitlearn,python,numpy,sql",553c7fbb-a084-9ca4-735c-a9f84de961c4,"cicd,kotlin,kubernetes,swift,unity",0,"['scikitlearn', 'python', 'numpy', 'sql']","['cicd', 'kotlin', 'kubernetes', 'swift', 'unity']"
"this task involves developing a web development app skills needed html,nodejs",web development,"html,nodjs",3f4cf735-c31b-25fd-2c3a-1900e9e8298a,"nodejs,html,encryption",1,"['html', 'nodjs']","['nodejs', 'html', 'encryption']"
"this tsk involves developing web development pp skills needed nodejs,javascript,react,html",web development,"nodejs,javascript,react,html",bbae02e1-d942-77ad-6fbb-6c6019fff551,"rct,html,pntration tsting,unity",1,"['nodejs', 'javascript', 'react', 'html']","['rct', 'html', 'pntration tsting', 'unity']"
